titulacion;universidad;facultad;provincia;comunidad_autonoma;nota_actual;nota_anterior;nota_maxima;universidad_nota_maxima;nota_minima;universidad_nota_minima
Educación Primaria / Educación Infantil;Universidad de Almería;Facultad de Ciencias de la Educación;Almería;Andalucía;11,456;9,5;11,456;Universidad de Almería;7,3;Universidad de Castilla-La Mancha
Educación Primaria / Estudios Franceses;Universidad de Granada;Facultad de Ciencias de la Educación;Granada;Andalucía;10,104;7,92;10,104;Universidad de Granada;9,959;Universidad de Sevilla
Educación Primaria / Estudios Franceses;Universidad de Sevilla;Facultad de Ciencias de la Educación;Sevilla;Andalucía;9,959;9,6;10,104;Universidad de Granada;9,959;Universidad de Sevilla
Educación Primaria / Estudios Ingleses;Universidad de Granada;Facultad de Ciencias de la Educación;Granada;Andalucía;12,61;12,47;12,61;Universidad de Granada;10,98;Universidad de Málaga
Educación Primaria / Estudios Ingleses;Universidad de Córdoba;Facultad de Filosofía y Letras;Córdoba;Andalucía;10,999;9,32;12,61;Universidad de Granada;10,98;Universidad de Málaga
Educación Primaria / Estudios Ingleses;Universidad de Málaga;Facultad de Filosofía y Letras;Málaga;Andalucía;10,98;10,89;12,61;Universidad de Granada;10,98;Universidad de Málaga
Educación Social;Universidad Pablo de Olavide;Facultad de Ciencias Sociales;Sevilla;Andalucía;9,297;8,48;10,164;Universidad del País Vasco/Euskal Herriko Unibertsitatea;;Varios
Educación Social;Universidad de Málaga;Facultad de Ciencias de la Educación;Málaga;Andalucía;9,0;9,32;10,164;Universidad del País Vasco/Euskal Herriko Unibertsitatea;;Varios
Educación Social;Universidad de Jaén;Facultad de Humanidades y Ciencias de la Educación;Jaén;Andalucía;8,82;7,92;10,164;Universidad del País Vasco/Euskal Herriko Unibertsitatea;;Varios
Educación Social;Universidad de Córdoba;Facultad de Ciencias de la Educación y Psicología;Córdoba;Andalucía;8,38;8,18;10,164;Universidad del País Vasco/Euskal Herriko Unibertsitatea;;Varios
Educación Social;Universidad de Granada;Facultad de Ciencias de la Educación;Granada;Andalucía;8,23;8,02;10,164;Universidad del País Vasco/Euskal Herriko Unibertsitatea;;Varios
Educación Social;Universidad de Almería;Facultad de Ciencias de la Educación;Almería;Andalucía;5,758;5,0;10,164;Universidad del País Vasco/Euskal Herriko Unibertsitatea;;Varios
Educación Social;Universidad de Huelva;Facultad de Educación, Psicología y Ciencias del Deporte;Huelva;Andalucía;5,0;5,0;10,164;Universidad del País Vasco/Euskal Herriko Unibertsitatea;;Varios
Enfermería;Universidad de Sevilla;Facultad de Enfermería, Fisioterapia y Podología;Sevilla;Andalucía;12,71;12,48;12,71;Universidad de Sevilla;7,542;Universidad Autónoma de Barcelona
Enfermería;Universidad de Granada;Facultad de Ciencias de la Salud;Granada;Andalucía;12,642;12,22;12,71;Universidad de Sevilla;7,542;Universidad Autónoma de Barcelona
Enfermería;Universidad de Córdoba;Facultad de Medicina y Enfermería;Córdoba;Andalucía;12,6;12,33;12,71;Universidad de Sevilla;7,542;Universidad Autónoma de Barcelona
Enfermería;Universidad de Málaga;Facultad de Ciencias de la Salud;Málaga;Andalucía;12,502;12,26;12,71;Universidad de Sevilla;7,542;Universidad Autónoma de Barcelona
Enfermería;Universidad de Cádiz;Facultad de Enfermería y Fisioterapia;Cádiz;Andalucía;12,376;11,85;12,71;Universidad de Sevilla;7,542;Universidad Autónoma de Barcelona
Enfermería;Universidad de Jaén;Facultad de Ciencias de la Salud;Jaén;Andalucía;12,37;11,76;12,71;Universidad de Sevilla;7,542;Universidad Autónoma de Barcelona
Enfermería;Universidad de Sevilla;Centro de Enfermería de la Cruz Roja (centro adscrito);Sevilla;Andalucía;12,344;11,75;12,71;Universidad de Sevilla;7,542;Universidad Autónoma de Barcelona
Enfermería;Universidad de Cádiz;Facultad de Enfermería y Fisioterapia. Sede de Jerez;Cádiz;Andalucía;12,303;11,81;12,71;Universidad de Sevilla;7,542;Universidad Autónoma de Barcelona
Enfermería;Universidad de Almería;Facultad de Ciencias de la Salud;Almería;Andalucía;12,234;11,72;12,71;Universidad de Sevilla;7,542;Universidad Autónoma de Barcelona
Enfermería;Universidad de Huelva;Facultad de Enfermería;Huelva;Andalucía;12,14;11,68;12,71;Universidad de Sevilla;7,542;Universidad Autónoma de Barcelona
Enfermería;Universidad de Cádiz;Facultad de Enfermería (Algeciras);Cádiz;Andalucía;11,93;11,43;12,71;Universidad de Sevilla;7,542;Universidad Autónoma de Barcelona
Enfermería;Universidad de Sevilla;Centro Universitario de Osuna (centro adscrito);Sevilla;Andalucía;11,837;11,36;12,71;Universidad de Sevilla;7,542;Universidad Autónoma de Barcelona
Enfermería;Universidad de Málaga;Centro de Enfermería Virgen de la Paz (Ronda) (centro adscrito);Málaga;Andalucía;11,799;11,66;12,71;Universidad de Sevilla;7,542;Universidad Autónoma de Barcelona
Enfermería;Universidad de Cádiz;Centro de Enfermería Salus Infirmorum (centro adscrito);Cádiz;Andalucía;11,5;11,21;12,71;Universidad de Sevilla;7,542;Universidad Autónoma de Barcelona
Enología;Universidad de Córdoba;Escuela Técnica Superior de Ingeniería Agronómica y de Montes;Córdoba;Andalucía;5,0;5,0;5,0;Varios;;Varios
Enología;Universidad de Cádiz;Facultad de Ciencias;Cádiz;Andalucía;5,0;5,0;5,0;Varios;;Varios
Enología / Ingeniería Agroalimentaria y del Medio Rural;Universidad de Córdoba;Escuela Técnica Superior de Ingeniería Agronómica y de Montes;Córdoba;Andalucía;5,0;5,0;5,0;Universidad de Córdoba;;Universidad de Córdoba
Estadística;Universidad de Sevilla;Facultad de Matemáticas;Sevilla;Andalucía;11,736;11,83;11,736;Universidad de Sevilla;;Universidad de Extremadura
Estadística;Universidad de Granada;Facultad de Ciencias;Granada;Andalucía;10,391;5,0;11,736;Universidad de Sevilla;;Universidad de Extremadura
Estadística / Finanzas y Contabilidad;Universidad de Sevilla;Facultad de Matemáticas;Sevilla;Andalucía;12,631;;12,631;Universidad de Sevilla;12,631;Universidad de Sevilla
Estadística y Empresa;Universidad de Jaén;Facultad de Ciencias Sociales y Jurídicas;Jaén;Andalucía;5,0;5,0;11,733;Universidad Carlos III de Madrid;;Universidad de Jaén
Estudios Franceses;Universidad de Sevilla;Facultad de Filología;Sevilla;Andalucía;5,0;5,0;8,429;Universidad de Murcia;;Varios
Estudios Franceses;Universidad de Granada;Facultad de Filosofía y Letras;Granada;Andalucía;5,0;5,0;8,429;Universidad de Murcia;;Varios
Estudios Franceses;Universidad de Cádiz;Facultad de Filosofía y Letras;Cádiz;Andalucía;5,0;5,0;8,429;Universidad de Murcia;;Varios
Estudios Franceses / Estudios Ingleses;Universidad de Cádiz;Facultad de Filosofía y Letras;Cádiz;Andalucía;8,44;10,78;8,44;Universidad de Cádiz;8,44;Universidad de Cádiz
Estudios Ingleses;Universidad de Sevilla;Facultad de Filología;Sevilla;Andalucía;8,399;5,0;10,076;Universitat de València (Estudi General);;Varios
Estudios Ingleses;Universidad de Cádiz;Facultad de Filosofía y Letras;Cádiz;Andalucía;6,743;5,85;10,076;Universitat de València (Estudi General);;Varios
Estudios Ingleses;Universidad de Málaga;Facultad de Filosofía y Letras;Málaga;Andalucía;5,0;5,0;10,076;Universitat de València (Estudi General);;Varios
Estudios Ingleses;Universidad de Córdoba;Facultad de Filosofía y Letras;Córdoba;Andalucía;5,0;5,0;10,076;Universitat de València (Estudi General);;Varios
Estudios Ingleses;Universidad de Jaén;Facultad de Humanidades y Ciencias de la Educación;Jaén;Andalucía;5,0;5,0;10,076;Universitat de València (Estudi General);;Varios
Estudios Ingleses;Universidad de Huelva;Facultad de Humanidades;Huelva;Andalucía;5,0;5,0;10,076;Universitat de València (Estudi General);;Varios
Estudios Ingleses;Universidad de Almería;Facultad de Humanidades;Almería;Andalucía;5,0;5,0;10,076;Universitat de València (Estudi General);;Varios
Estudios Ingleses;Universidad de Granada;Facultad de Filosofía y Letras;Granada;Andalucía;5,0;8,16;10,076;Universitat de València (Estudi General);;Varios
Estudios Ingleses / Filología Hispánica;Universidad de Granada;Facultad de Filosofía y Letras;Granada;Andalucía;12,862;12,76;12,862;Universidad de Granada;;Varios
Estudios Ingleses / Filología Hispánica;Universidad de Almería;Facultad de Humanidades;Almería;Andalucía;5,0;5,0;12,862;Universidad de Granada;;Varios
Estudios Ingleses / Filología Hispánica;Universidad de Huelva;Facultad de Humanidades;Huelva;Andalucía;5,0;5,0;12,862;Universidad de Granada;;Varios
Estudios Transculturales Europeos: Lenguas, Culturas e Interacciones;Universidad de Málaga;Facultad de Filosofía y Letras;Málaga;Andalucía;10,885;6,83;10,885;Universidad de Málaga;10,885;Universidad de Málaga
Estudios de Arquitectura;Universidad de Granada;Escuela Técnica Superior de Arquitectura;Granada;Andalucía;9,45;8,13;9,844;Universidad Politécnica de Catalunya;7,757;Universidad de A Coruña
Estudios de Asia Oriental;Universidad de Málaga;Facultad de Estudios Sociales y del Trabajo;Málaga;Andalucía;6,15;7,08;6,15;Universidad de Málaga;;Universidad de Sevilla
Estudios de Asia Oriental;Universidad de Sevilla;Facultad de Filosofía;Sevilla;Andalucía;5,0;8,08;6,15;Universidad de Málaga;;Universidad de Sevilla
Estudios Árabes e Islámicos;Universidad de Cádiz;Facultad de Filosofía y Letras;Cádiz;Andalucía;5,0;5,0;5,0;Varios;;Varios
Estudios Árabes e Islámicos;Universidad de Granada;Facultad de Filosofía y Letras;Granada;Andalucía;5,0;5,0;5,0;Varios;;Varios
Estudios Árabes e Islámicos / Estudios Ingleses;Universidad de Cádiz;Facultad de Filosofía y Letras;Cádiz;Andalucía;5,0;5,0;5,0;Universidad de Cádiz;;Universidad de Cádiz
Farmacia;Universidad de Sevilla;Facultad de Farmacia;Sevilla;Andalucía;11,787;11,06;12,0;Universidad Rey Juan Carlos;9,88;Universidad de las Illes Balears
Farmacia;Universidad de Granada;Facultad de Farmacia;Granada;Andalucía;11,082;10,23;12,0;Universidad Rey Juan Carlos;9,88;Universidad de las Illes Balears
Farmacia / Nutrición Humana y Dietética;Universidad de Granada;Facultad de Farmacia;Granada;Andalucía;13,224;12,56;13,224;Universidad de Granada;10,503;Universidad del País Vasco/Euskal Herriko Unibertsitatea
Farmacia / Óptica y Optometría;Universidad de Sevilla;Facultad de Farmacia;Sevilla;Andalucía;12,49;11,07;12,49;Universidad de Sevilla;11,317;Universidad de Santiago de Compostela
Filología Clásica;Universidad de Sevilla;Facultad de Filología;Sevilla;Andalucía;5,0;5,0;11,163;Universitat de València (Estudi General);;Varios
Filología Clásica;Universidad de Málaga;Facultad de Filosofía y Letras;Málaga;Andalucía;5,0;5,0;11,163;Universitat de València (Estudi General);;Varios
Filología Clásica;Universidad de Cádiz;Facultad de Filosofía y Letras;Cádiz;Andalucía;5,0;5,0;11,163;Universitat de València (Estudi General);;Varios
Filología Clásica;Universidad de Granada;Facultad de Filosofía y Letras;Granada;Andalucía;5,0;5,0;11,163;Universitat de València (Estudi General);;Varios
Filología Clásica / Estudios Ingleses;Universidad de Cádiz;Facultad de Filosofía y Letras;Cádiz;Andalucía;12,553;11,45;12,553;Universidad de Cádiz;12,553;Universidad de Cádiz
Filología Clásica / Filología Hispánica;Universidad de Sevilla;Facultad de Filología;Sevilla;Andalucía;12,535;8,4;12,535;Universidad de Sevilla;12,535;Universidad de Sevilla
Filología Hispánica;Universidad de Granada;Facultad de Filosofía y Letras;Granada;Andalucía;7,758;5,0;7,758;Universidad de Granada;;Varios
Filología Hispánica;Universidad de Málaga;Facultad de Filosofía y Letras;Málaga;Andalucía;7,23;6,51;7,758;Universidad de Granada;;Varios
Filología Hispánica;Universidad de Sevilla;Facultad de Filología;Sevilla;Andalucía;5,0;5,0;7,758;Universidad de Granada;;Varios
Filología Hispánica;Universidad de Córdoba;Facultad de Filosofía y Letras;Córdoba;Andalucía;5,0;5,0;7,758;Universidad de Granada;;Varios
Filología Hispánica;Universidad de Cádiz;Facultad de Filosofía y Letras;Cádiz;Andalucía;5,0;5,0;7,758;Universidad de Granada;;Varios
Filología Hispánica;Universidad de Jaén;Facultad de Humanidades y Ciencias de la Educación;Jaén;Andalucía;5,0;5,0;7,758;Universidad de Granada;;Varios
Filología Hispánica;Universidad de Almería;Facultad de Humanidades;Almería;Andalucía;5,0;5,0;7,758;Universidad de Granada;;Varios
Filología Hispánica;Universidad de Huelva;Facultad de Humanidades;Huelva;Andalucía;5,0;5,0;7,758;Universidad de Granada;;Varios
Filología Hispánica / Estudios Ingleses;Universidad de Cádiz;Facultad de Filosofía y Letras;Cádiz;Andalucía;11,884;12,94;11,884;Universidad de Cádiz;11,884;Universidad de Cádiz
Filosofía;Universidad de Sevilla;Facultad de Filosofía;Sevilla;Andalucía;7,23;5,0;9,012;Universidad del País Vasco/Euskal Herriko Unibertsitatea;;Varios
Filosofía;Universidad de Málaga;Facultad de Filosofía y Letras;Málaga;Andalucía;5,0;5,0;9,012;Universidad del País Vasco/Euskal Herriko Unibertsitatea;;Varios
Filosofía;Universidad de Granada;Facultad de Filosofía y Letras;Granada;Andalucía;5,0;5,0;9,012;Universidad del País Vasco/Euskal Herriko Unibertsitatea;;Varios
Finanzas y Contabilidad;Universidad de Granada;Facultad de Ciencias Económicas y Empresariales;Granada;Andalucía;8,541;5,0;11,469;Universidad Carlos III de Madrid;;Varios
Finanzas y Contabilidad;Universidad de Málaga;Facultad de Ciencias Económicas y Empresariales;Málaga;Andalucía;8,08;7,35;11,469;Universidad Carlos III de Madrid;;Varios
Finanzas y Contabilidad;Universidad de Sevilla;Facultad de Turismo y Finanzas;Sevilla;Andalucía;5,0;5,0;11,469;Universidad Carlos III de Madrid;;Varios
Finanzas y Contabilidad;Universidad de Cádiz;Facultad de Ciencias Económicas y Empresariales;Cádiz;Andalucía;5,0;5,0;11,469;Universidad Carlos III de Madrid;;Varios
Finanzas y Contabilidad;Universidad Pablo de Olavide;Facultad de Ciencias Empresariales;Sevilla;Andalucía;5,0;5,0;11,469;Universidad Carlos III de Madrid;;Varios
Finanzas y Contabilidad;Universidad de Jaén;Facultad de Ciencias Sociales y Jurídicas;Jaén;Andalucía;5,0;5,0;11,469;Universidad Carlos III de Madrid;;Varios
Finanzas y Contabilidad;Universidad de Almería;Facultad de Ciencias Económicas y Empresariales;Almería;Andalucía;5,0;5,0;11,469;Universidad Carlos III de Madrid;;Varios
Finanzas y Contabilidad;Universidad de Huelva;Facultad de Ciencias Empresariales y Turismo;Huelva;Andalucía;5,0;5,0;11,469;Universidad Carlos III de Madrid;;Varios
Finanzas y Contabilidad;Universidad de Sevilla;Centro Universitario de Osuna (centro adscrito);Sevilla;Andalucía;5,0;5,0;11,469;Universidad Carlos III de Madrid;;Varios
Finanzas y Contabilidad / Administración y Dirección de Empresas;Universidad de Málaga;Facultad de Ciencias Económicas y Empresariales;Málaga;Andalucía;11,544;11,5;11,544;Universidad de Málaga;11,544;Universidad de Málaga
Finanzas y Contabilidad / Relaciones Laborales y Recursos Humanos;Universidad de Sevilla;Facultad de Ciencias del Trabajo;Sevilla;Andalucía;9,2;9,26;9,2;Universidad de Sevilla;;Varios
Finanzas y Contabilidad / Relaciones Laborales y Recursos Humanos;Universidad de Cádiz;Facultad de Ciencias Económicas y Empresariales;Cádiz;Andalucía;5,0;5,0;9,2;Universidad de Sevilla;;Varios
Finanzas y Contabilidad / Relaciones Laborales y Recursos Humanos;Universidad de Sevilla;Centro Universitario de Osuna (centro adscrito);Sevilla;Andalucía;5,0;5,0;9,2;Universidad de Sevilla;;Varios
Finanzas y Contabilidad / Turismo;Universidad de Sevilla;Facultad de Turismo y Finanzas;Sevilla;Andalucía;5,0;;5,0;Universidad de Sevilla;;Universidad de Sevilla
Fisioterapia;Universidad de Sevilla;Facultad de Enfermería, Fisioterapia y Podología;Sevilla;Andalucía;12,678;12,15;12,678;Universidad de Sevilla;;Varios
Fisioterapia;Universidad de Granada;Facultad de Ciencias de la Salud;Granada;Andalucía;12,56;12,15;12,678;Universidad de Sevilla;;Varios
Fisioterapia;Universidad de Málaga;Facultad de Ciencias de la Salud;Málaga;Andalucía;12,241;11,54;12,678;Universidad de Sevilla;;Varios
Fisioterapia;Universidad de Cádiz;Facultad de Enfermería y Fisioterapia;Cádiz;Andalucía;12,056;11,47;12,678;Universidad de Sevilla;;Varios
Fisioterapia;Universidad de Córdoba;Facultad de Medicina y Enfermería;Córdoba;Andalucía;12,039;11,33;12,678;Universidad de Sevilla;;Varios
Fisioterapia;Universidad de Jaén;Facultad de Ciencias de la Salud;Jaén;Andalucía;11,84;11,24;12,678;Universidad de Sevilla;;Varios
Fisioterapia;Universidad de Almería;Facultad de Ciencias de la Salud;Almería;Andalucía;11,61;11,05;12,678;Universidad de Sevilla;;Varios
Fisioterapia;Universidad de Sevilla;Centro Universitario de Osuna (centro adscrito);Sevilla;Andalucía;10,724;9,98;12,678;Universidad de Sevilla;;Varios
